board_code,board_name,pct,main_net_inflow,leader_code,leader_name,leader_pct
BK1571,油品石化贸易,0.31,76136165.0,603353,和顺石油,5.58
BK0481,汽车零部件,0.3,671019088.0,002265,建设工业,10.01
BK1406,印刷包装机械,0.3,-6845576.0,603901,永创智能,2.19
BK1558,学历教育,0.28,6273212.0,002659,凯文教育,0.42
BK1214,社会服务,0.28,53491568.0,002059,云南旅游,10.06
BK1321,火电设备,0.27,4301715.0,300105,龙源技术,0.64
BK1379,热力服务,0.27,-154789664.0,002893,京能热力,10.05
BK1440,其他塑料制品,0.24,-141074672.0,002825,纳尔股份,6.68
BK1460,照明设备Ⅲ,0.23,-4064638.0,001326,联域股份,10.0
BK1245,照明设备Ⅱ,0.23,-4064638.0,001326,联域股份,10.0
BK1403,能源及重型设备,0.21,95311456.0,000852,石化机械,9.98
BK1415,其他化学纤维,0.2,17400735.0,920077,吉林碳谷,2.81
BK1437,改性塑料,0.17,152875904.0,002886,沃特股份,9.99
BK1466,管材,0.17,25535652.0,002457,青龙管业,4.63
BK0454,塑料,0.15,-19529408.0,002632,道明光学,10.02
BK1500,医美耗材,0.14,-8112625.0,920982,锦波生物,2.29
BK1265,包装印刷,0.13,106817536.0,920218,新天力,5.48
BK1239,白色家电,0.13,42757952.0,600336,澳柯玛,2.54
BK1528,其他汽车零部件,0.13,161567632.0,920247,华密新材,5.74
BK1535,纸包装,0.12,-1864528.0,920392,佳合科技,3.37
BK1442,炭黑,0.11,7473370.0,001207,联科科技,1.86
BK1396,金属制品,0.09,-484408768.0,603270,金帝股份,10.01
BK1587,电信运营商,0.07,-95433344.0,600941,中国移动,0.91
BK1211,汽车,0.07,-69035520.0,002265,建设工业,10.01
BK1305,燃料电池,0.06,572557.0,688339,亿华通-U,0.06
BK1468,其他建材Ⅲ,0.05,-85047297.0,002785,万里石,7.46
BK0476,装修建材,0.04,-220314521.0,002785,万里石,7.46
